Sentence,Token,Tag
1242,15,B-MISC
1242,نوفمبر,I-MISC
1242,1955,I-MISC
1242,",",O
1242,كتعتابر,O
1242,أكبر,O
1242,حزب,O
1242,ف,O
1242,جاپون,B-LOC
1242,",",O
1242,بحيث,O
1242,تولى,O
1242,سلطة,O
1242,تنفيذية,O
1242,من,O
1242,عام,O
1242,1955,O
1242,تال,O
1242,1993,O
1242,ومن,O
1242,2009,O
1242,تال,O
1242,دابا,O
1242,.,O
1243,فعام,O
1243,2019,O
1243,وصل,O
1243,عدد,O
1243,لأعضاء,O
1243,ديالو,O
1243,ل,O
1243,1,O
1243,",",O
1243,86,O
1243,",",O
1243,298,O
1243,(,O
1243,مليون,O
1243,وتمنميات,O
1243,ألف,O
1243,ومياتين,O
1243,وتمنية,O
1243,وتسعين,O
1243,),O
1243,.,O
1244,كترأس,O
1244,لحزب,O
1244,دابا,O
1244,يوشيهيد,B-PER
1244,سوغا,I-PER
1244,لي,O
1244,كرأس,O
1244,حتى,O
1244,لحكومة,O
1244,",",O
1244,ولأمين,O
1244,لعام,O
1244,ديالو,O
1244,هو,O
1244,توشيهيرو,B-PER
1244,نيكاي,I-PER
1244,.,O
1245,لموقع,O
1245,رسمي,O
1245,ديال,O
1245,لحزب,O
1245,(,O
1245,ب,O
1245,الإنجليزية,B-MISC
1245,),O
1245,للهجة,O
1245,لحسانية,B-MISC
1245,ؤلا,O
1245,لحسانية,B-MISC
1245,،,O
1245,هي,O
1245,لهجة,O
1245,عربية,B-MISC
1245,جات,O
1245,من,O
1245,خليط,O
1245,بين,O
1245,ل,O
1245,أمازيغية,B-MISC
1245,ؤ,O
1245,لعربية,B-MISC
1245,كانو,O
1245,كيهضرو,O
1245,بها,O
1245,شي,O
1245,قبايل,O
1245,سميتها,O
1245,بني,B-MISC
1245,حسان,I-MISC
1245,لي,O
1245,كانو,O
1245,ساكنين,O
1245,ف,O
1245,صحرا,O
1245,ديال,O
1245,لمغريب,B-LOC
1245,ؤ,O
1245,موريطانيا,B-LOC
1245,و,O
1245,أزواد,B-LOC
1245,مابين,O
1245,القرن,O
1245,16,O
1245,و,O
1245,17,O
1245,.,O
1246,لحسانية,B-MISC
1246,جات,O
1246,بلاصت,O
1246,ل,O
1246,أمازيغية,B-MISC
1246,التي,O
1246,كانت,O
1246,تاتهضر,O
1246,بها,O
1246,لقبايل,O
1246,ديال,O
1246,صنهاجة,B-MISC
1246,لي,O
1246,كانت,O
1246,فهاد,O
1246,لبلايص,O
1246,قبل,O
1246,ما,O
1246,يجيو,O
1246,بني,B-MISC
1246,حسان,I-MISC
1246,.,O
1247,المغريب,B-LOC
1247,لحسن,B-PER
1247,تّاني,I-PER
1247,ؤلا,O
1247,لحسن,B-PER
1247,بن,I-PER
1247,محمد,I-PER
1247,(,O
1247,ب,O
1247,ل,O
1247,أمازيغية,B-MISC
1247,:,O
1247,ⵍⵃⴰⵙⴰⵏ,B-PER
1247,ⵡⵉⵙ,I-PER
1247,2,O
1247,),O
1247,لماليك,O
1247,ديال,O
1247,لمغريب,B-LOC
1247,،,O
1247,حكم,O
1247,بين,O
1247,عام,O
1247,1961,O
1247,ؤ,O
1247,1999,O
1247,.,O
1248,عاون,O
1248,باه,O
1248,لماليك,O
1248,محمد,B-PER
1248,لخاميس,I-PER
1248,ف,O
1248,تحرير,O
1248,لمغريب,B-LOC
1248,من,O
1248,لإحتلال,O
1248,لفرانسوي,B-MISC
1248,ؤ,O
1248,صبنيولي,B-MISC
1248,،,O
1248,تعرف,O
1248,ب,O
1248,دكاء,O
1248,ؤ,O
1248,شطارة,O
1248,ديالو,O
1248,ف,O
1248,ضومين,O
1248,د,O
1248,سياسة,O
1248,،,O
1248,كيتلقب,O
1248,ب,O
1248,أب,O
1248,لمغريب,B-LOC
1248,لعصري,O
1248,ؤ,O
1248,باني,O
1248,دولة,O
1248,لعصرية,O
1248,ؤ,O
1248,السدود,O
1248,،,O
1248,قدر,O
1248,يصوݣ,O
1248,ب,O
1248,لمغريب,B-LOC
1248,ب,O
1248,قوة,O
1248,ل,O
1248,واحد,O
1248,لإستقرار,O
1248,مقدروش,O
1248,عليه,O
1248,دول,O
1248,لاخرين,O
1248,حتال,O
1248,دبا,O
1248,،,O
1248,قدر,O
1248,يݣيد,O
1248,ب,O
1248,بلادو,O
1248,ل,O
1248,معسكر,O
1248,رأسمالي,O
1248,ف,O
1248,لوقت,O
1248,لي,O
1248,كان,O
1248,معظم,O
1248,دوال,O
1248,لي,O
1248,حداه,O
1248,تابعة,O
1248,للمعسكر,O
1248,ليشتيراكي,O
1248,،,O
1248,لحسن,B-PER
1248,تاني,I-PER
1248,من,O
1248,بين,O
1248,ابرز,O
1248,ملوك,O
1248,لمغريب,B-LOC
1248,حيث,O
1248,قدر,O
1248,يوحد,O
1248,لبلاد,O
1248,ؤ,O
1248,يحرر,O
1248,صحرا,O
1248,من,O
1248,لإستعمار,O
1248,صبليوني,B-MISC
1248,ب,O
1248,لمسيرة,B-MISC
1248,لخضرا,I-MISC
1248,د,O
1248,1975,O
1248,.,O
1249,تولد,O
1249,لحسن,B-PER
1249,تاني,I-PER
1249,ف,O
1249,القصر,O
1249,ديال,O
1249,السلطان,O
1249,ف,O
1249,ا,O
1249,لرباط,B-LOC
1249,مابين,O
1249,الظهر,O
1249,و,O
1249,العصر,O
1249,نهار,O
1249,التلات,O
1249,9,B-MISC
1249,يوليوز,I-MISC
1249,/,I-MISC
1249,جويي,I-MISC
1249,1929,I-MISC
1249,.,O
1250,دخل,O
1250,ل,O
1250,السياسة,O
1250,فاش,O
1250,مات,O
1250,باه,O
1250,محمد,B-PER
1250,الخامس,I-PER
1250,ولي,O
1250,كان,O
1250,ملك,O
1250,ا,O
1250,لمغرب,B-LOC
1250,نهار,O
1250,26,B-MISC
1250,فبراير,I-MISC
1250,/,I-MISC
1250,فيفرييه,I-MISC
1250,1961,I-MISC
1250,وتما,O
1250,فين,O
1250,ولا,O
1250,لحسن,B-PER
1250,تاني,I-PER
1250,ماليك,O
1250,.,O
1251,قرا,O
1251,القانون,O
1251,ف,O
1251,الرباط,B-LOC
1251,و,O
1251,خدا,O
1251,الديبلوم,O
1251,ف,O
1251,بوردو,B-LOC
1251,ف,O
1251,فرانسا,B-LOC
1251,.,O
1252,كان,O
1252,عندو,O
1252,بزاف,O
1252,ديال,O
1252,المهمات,O
1252,فاش,O
1252,كان,O
1252,ولي,O
1252,العهد,O
1252,و,O
1252,حتا,O
1252,هو,O
1252,تنفى,O
1252,مع,O
1252,محمد,B-PER
1252,الخامس,I-PER
1252,من,O
1252,طرف,O
1252,الفرانسيس,B-MISC
1252,ل,O
1252,كورسيكا,B-LOC
1252,و,O
1252,مدغشقر,B-LOC
1252,هادشي,O
1252,لي,O
1252,خلا,O
1252,الشعب,O
1252,يدير,O
1252,لي,O
1252,فجهدو,O
1252,باش,O
1252,يطيح,O
1252,لإستعمار,O
1252,،,O
1252,خصوصا,O
1252,فاش,O
1252,دارو,O
1252,بن,B-PER
1252,عرفة,I-PER
1252,ماليك,O
1252,على,O
1252,لمغريب,B-LOC
1252,و,O
1252,لي,O
1252,كان,O
1252,غادي,O
1252,يتقتل,O
1252,على,O
1252,يد,O
1252,علال,B-PER
1252,بن,I-PER
1252,عبدالله,I-PER
1252,ليكان,O
1252,مقاوم,O
1252,و,O
1252,داكشي,O
1252,علاش,O
1252,تسمات,O
1252,ثورة,B-MISC
1252,الملك,B-MISC
1252,و,B-MISC
1252,الشعب,B-MISC
1252,،,O
1252,لحسن,B-PER
1252,تاني,I-PER
1252,كان,O
1252,هو,O
1252,لي,O
1252,كيترجم,O
1252,ويكتب,O
1252,الميساجات,O
1252,ديال,O
1252,باه,O
1252,ف,O
1252,المنفى,O
1252,.,O
1253,رجع,O
1253,محمد,B-PER
1253,الخامس,I-PER
1253,هو,O
1253,و,O
1253,ولي,O
1253,العهد,O
1253,لحسن,B-PER
1253,تاني,I-PER
1253,من,O
1253,مدغشقر,B-LOC
1253,لمغريب,B-LOC
1253,و,O
1253,خدا,O
1253,لمغريب,B-LOC
1253,الإستقلال,O
1253,ديالو,O
1253,ف,O
1253,1956,O
1253,.,O
1254,ف,O
1254,9,B-MISC
1254,يوليوز,I-MISC
1254,/,I-MISC
1254,جويي,I-MISC
1254,ولا,O
1254,لحسن,B-PER
1254,تاني,I-PER
1254,رسميا,O
1254,ولي,O
1254,العهد,O
1254,من,O
1254,بعد,O
1254,ما,O
1254,دار,O
1254,القسم,O
1254,قدام,O
1254,باه,O
1254,ف,O
1254,القصر,O
1254,ديال,O
1254,الرباط,B-LOC
1254,.,O
1255,جمع,O
1255,شمل,O
1255,لمغاربة,B-MISC
1255,بناء,O
1255,اقتصاد,O
1255,عصري,O
1255,سياسة,O
1255,السدود,O
1255,أهم,O
1255,حاجة,O
1255,دارها,O
1255,ا,O
1255,حسن,B-PER
1255,تاني,I-PER
1255,هي,O
1255,لمسيرة,B-MISC
1255,لخضرا,I-MISC
1255,ولي,O
1255,كان,O
1255,طالب,O
1255,فيها,O
1255,المغرب,B-LOC
1255,ف,O
1255,البدية,O
1255,ديال,O
1255,السبعينات,O
1255,من,O
1255,السبنيول,B-LOC
1255,/,O
1255,إسبانيا,B-LOC
1255,يرجعو,O
1255,ليه,O
1255,الصحرا,O
1255,،,O
1255,وطلب,O
1255,لحسن,B-PER
1255,تاني,I-PER
1255,من,O
1255,الشعب,O
1255,ديالو,O
1255,باش,O
1255,يديرو,O
1255,مسيرة,O
1255,ل,O
1255,الصحرا,O
1255,.,O
1256,داكشي,O
1256,لي,O
1256,خلا,O
1256,350,O
1256,ألف,O
1256,مغربي,B-MISC
1256,و,O
1256,مغربية,B-MISC
1256,يخرجو,O
1256,هازين,O
1256,القرآن,O
1256,و,O
1256,الراية,O
1256,المغربية,B-MISC
1256,ب,O
1256,القيادة,O
1256,ديال,O
1256,لحسن,B-PER
1256,تاني,I-PER
1256,.,O
1257,هادشي,O
1257,خلا,O
1257,السبنيول,B-LOC
1257,/,O
1257,إسبانيا,B-LOC
1257,تخرج,O
1257,من,O
1257,الصحرا,O
1257,من,O
1257,مور,O
1257,ما,O
1257,تقسمات,O
1257,ف,O
1257,معاهدة,O
1257,مدريد,B-LOC
1257,ولي,O
1257,عطات,O
1257,الساقية,B-LOC
1257,الحمراء,I-LOC
1257,ل,O
1257,المغريب,B-LOC
1257,و,O
1257,واذي,B-LOC
1257,الذهب,I-LOC
1257,ل,O
1257,موريطانيا,B-LOC
1257,باش,O
1257,ميوقع,O
1257,تا,O
1257,شي,O
1257,مشكيل,O
1257,بينهم,O
1257,بزوج,O
1257,.,O
1258,[,O
1258,1,O
1258,],O
1258,شخصيات,O
1258,:,O
1258,الحسن,B-PER
1258,الثاني,I-PER
1258,-,O
1258,موقع,O
1258,(,O
1258,الجزيرة,O
1258,.,O
1259,نيت,O
1259,),O
1259,برشيد,B-LOC
1259,،,O
1259,جهة,O
1259,دّار,B-LOC
1259,لبيضا,I-LOC
1259,سطات,B-LOC
1259,،,O
1259,ساكنين,O
1259,فيها,O
1259,9315,O
1259,واحد,O
1259,،,O
1259,على,O
1259,حسب,O
1259,لإحصاء,O
1259,لعام,O
1259,2014,O
1259,.,O
1260,نسبة,O
1260,لأمية,O
1260,(,O
1260,نّاس,O
1260,لّي,O
1260,ما,O
1260,كايعرفوش,O
1260,يقراو,O
1260,ولا,O
1260,يكتبو,O
1260,),O
1260,:,O
1260,50,O
1260,",",O
1260,1,O
1260,%,O
1260,نسبة,O
1260,سّكان,O
1260,لّي,O
1260,قاريين,O
1260,فوق,O
1260,تّانوي,O
1260,(,O
1260,تانوي,O
1260,و,O
1260,جامعة,O
1260,),O
1260,:,O
1260,3,O
1260,",",O
1260,5,O
1260,%,O
1260,نسبة,O
1260,نّاس,O
1260,نّشيطين,O
1260,(,O
1260,لّي,O
1260,يقدرو,O
1260,يخدمو,O
1260,),O
1260,:,O
1260,46,O
1260,",",O
1260,7,O
1260,%,O
1260,نسبة,O
1260,لبطالة,O
1260,(,O
1260,نّاس,O
1260,لّي,O
1260,ما,O
1260,خدامينش,O
1260,و,O
1260,تايقلبو,O
1260,على,O
1260,خدمة,O
1260,),O
1260,:,O
1260,9,O
1260,",",O
1260,8,O
1260,%,O
1260,نسبة,O
1260,نّاس,O
1260,اللي,O
1260,خدامين,O
1260,ف,O
1260,دّولة,O
1260,(,O
1260,ولا,O
1260,لعاطلين,O
1260,اللي,O
1260,سبق,O
1260,ليهوم,O
1260,خدمو,O
1260,),O
1260,:,O
1260,1,O
1260,",",O
1260,2,O
1260,%,O
1260,نسبة,O
1260,نّاس,O
1260,اللي,O
1260,خدامين,O
1260,في,O
1260,لقطاع,O
1260,لخاص,O
1260,(,O
1260,ولا,O
1260,لعاطلين,O
1260,اللي,O
1260,سبق,O
1260,ليهوم,O
1260,خدمو,O
1260,),O
1260,:,O
1260,4,O
1260,5,O
1260,",",O
1260,4,O
1260,%,O
1260,لحسينات,B-LOC
1260,جماعة,O
1260,ترابية,O
1260,قروية,O
1260,كاينة,O
1260,ف,O
1260,إقليم,O
1260,الصويرة,O
1260,،,O
1260,جهة,O
1260,مراكش,B-LOC
1260,آسفي,B-LOC
1260,،,O
1260,ساكنين,O
1260,فيها,O
1260,5315,O
1260,واحد,O
1260,،,O
1260,على,O
1260,حسب,O
1260,لإحصاء,O
1260,لعام,O
1260,2014,O
1260,.,O
1261,نسبة,O
1261,لأمية,O
1261,(,O
1261,نّاس,O
1261,لّي,O
1261,ما,O
1261,كايعرفوش,O
1261,يقراو,O
1261,ولا,O
1261,يكتبو,O
1261,),O
1261,:,O
1261,55,O
1261,",",O
1261,1,O
1261,%,O
1261,نسبة,O
1261,سّكان,O
1261,لّي,O
1261,قاريين,O
1261,فوق,O
1261,تّانوي,O
1261,(,O
1261,تانوي,O
1261,و,O
1261,جامعة,O
1261,),O
1261,:,O
1261,1,O
1261,",",O
1261,9,O
1261,%,O
1261,نسبة,O
1261,نّاس,O
1261,نّشيطين,O
1261,(,O
1261,لّي,O
1261,يقدرو,O
1261,يخدمو,O
1261,),O
1261,:,O
1261,52,O
1261,",",O
1261,2,O
1261,%,O
1261,نسبة,O
1261,لبطالة,O
1261,(,O
1261,نّاس,O
1261,لّي,O
1261,ما,O
1261,خدامينش,O
1261,و,O
1261,تايقلبو,O
1261,على,O
1261,خدمة,O
1261,),O
1261,:,O
1261,15,O
1261,%,O
1261,نسبة,O
1261,نّاس,O
1261,اللي,O
1261,خدامين,O
1261,ف,O
1261,دّولة,O
1261,(,O
1261,ولا,O
1261,لعاطلين,O
1261,اللي,O
1261,سبق,O
1261,ليهوم,O
1261,خدمو,O
1261,),O
1261,:,O
1261,1,O
1261,",",O
1261,7,O
1261,%,O
1261,نسبة,O
1261,نّاس,O
1261,اللي,O
1261,خدامين,O
1261,في,O
1261,لقطاع,O
1261,لخاص,O
1261,(,O
1261,ولا,O
1261,لعاطلين,O
1261,اللي,O
1261,سبق,O
1261,ليهوم,O
1261,خدمو,O
1261,),O
1261,:,O
1261,15,O
1261,",",O
1261,7,O
1261,%,O
1261,لحكم,O
1261,لمعاون,O
1261,بلڤيديو,O
1261,أولّا,O
1261,لڤار,O
1261,(,O
1261,بالنݣليزية,B-MISC
1261,:,O
1261,Video,O
1261,assistant,O
1261,referee,O
1261,ولّا,O
1261,VAR,O
1261,),O
1261,هو,O
1261,حكم,O
1261,فلماطش,O
1261,ديال,O
1261,كورة,O
1261,كايعاون,O
1261,لحكم,O
1261,د,O
1261,الساحة,O
1261,بلكليپات,O
1261,ديال,O
1261,لڤيديو,O
1261,وصنّاطات,O
1261,ديال,O
1261,لهضرة,O
1261,.,O
1262,هاد,O
1262,لحكم,O
1262,كايعاون,O
1262,يطيّح,O
1262,لعدد,O
1262,ديال,O
1262,لغلاط,O
1262,لبشريين,O
1262,اللي,O
1262,كايديرو,O
1262,تأتير,O
1262,كبير,O
1262,على,O
1262,النتيجة,O
1262,د,O
1262,لميطشان,O
1262,.,O
1263,تكتب,O
1263,لڤار,O
1263,فلقواعد,O
1263,د,O
1263,اللعبة,O
1263,ف,O
1263,2018,O
1263,من,O
1263,مورا,O
1263,بزاف,O
1263,ديال,O
1263,التجاريب,O
1263,فبوطولات,O
1263,كبار,O
1263,.,O
1264,السيستيم,O
1264,ديال,O
1264,لڤار,O
1264,كايعاون,O
1264,باش,O
1264,يتصححو,O
1264,لغلاط,O
1264,"""",O
1264,لباينين,O
1264,ولواضحين,O
1264,"""",O
1264,و,O
1264,"""",O
1264,لحوادت,O
1264,اللي,O
1264,تفلّتو,O
1264,فالتيران,O
1264,"""",O
1264,بلفلسافة,O
1264,ديال,O
1264,"""",O
1264,تدخّول,O
1264,قليل,O
1264,ومنفعة,O
1264,كبيرة,O
1264,"""",O
1264,.,O
1265,كاينين,O
1265,ربعة,O
1265,ديال,O
1265,لحالات,O
1265,اللي,O
1265,لحكم,O
1265,فيهوم,O
1265,كايرجع,O
1265,للحكم,O
1265,لمعاون,O
1265,بلڤيديو,O
1265,:,O
1265,بيت,O
1265,/,O
1265,ماشي,O
1265,بيت,O
1265,:,O
1265,لفرقة,O
1265,لمهاجمة,O
1265,دارت,O
1265,غلط,O
1265,،,O
1265,كورة,O
1265,برا,O
1265,التيران,O
1265,،,O
1265,كورة,O
1265,دخلات,O
1265,للݣول,O
1265,،,O
1265,تسلول,O
1265,،,O
1265,كورة,O
1265,تقاست,O
1265,بليد,O
1265,،,O
1265,غلاط,O
1265,ودفيع,O
1265,فپيلانتي,O
1265,.,O
1266,پيلانتي,O
1266,/,O
1266,ماشي,O
1266,پيلانتي,O
1266,:,O
1266,لفرقة,O
1266,لمهاجمة,O
1266,دارت,O
1266,غلط,O
1266,،,O
1266,كورة,O
1266,برا,O
1266,التيران,O
1266,،,O
1266,بلاصة,O
1266,لغلط,O
1266,،,O
1266,پيلانتي,O
1266,تعطات,O
1266,بلغلط,O
1266,،,O
1266,غلط,O
1266,ماتعطاتش,O
1266,عليه,O
1266,پيلانتي,O
1266,.,O
1267,كارطة,O
1267,حمرة,O
1267,نيشان,O
1267,:,O
1267,النكران,O
1267,ديال,O
1267,فرصة,O
1267,تاع,O
1267,التسجيل,O
1267,،,O
1267,غلاط,O
1267,خايبين,O
1267,فاللعب,O
1267,،,O
1267,سلوك,O
1267,خايب,O
1267,/,O
1267,عضّان,O
1267,/,O
1267,دفال,O
1267,،,O
1267,هضرة,O
1267,ولّا,O
1267,حركات,O
1267,مهينة,O
1267,/,O
1267,خايبة,O
1267,/,O
1267,تحرش,O
1267,.,O
1268,ݣاع,O
1268,لحمرات,O
1268,اللي,O
1268,كايتعطاو,O
1268,ديريكت,O
1268,كايراجعهوم,O
1268,لڤار,O
1268,.,O
1269,غلط,O
1269,فلهوية,O
1269,ديال,O
1269,اللي,O
1269,تعطاتو,O
1269,كارطة,O
1269,حمرة,O
1269,/,O
1269,صفرة,O
1269,.,O
1270,لفرقة,O
1270,ديال,O
1270,لڤار,O
1270,اللي,O
1270,كاينة,O
1270,فبيت,O
1270,لڤار,O
1270,(,O
1270,VOR,O
1270,),O
1270,كاتأكد,O
1270,من,O
1270,أي,O
1270,قرار,O
1270,ديال,O
1270,لحكم,O
1270,متعلّق,O
1270,بوحدة,O
1270,من,O
1270,دوك,O
1270,الربعة,O
1270,دلحالات,O
1270,اللي,O
1270,كاينين,O
1270,لفوق,O
1270,.,O
1271,إلا,O
1271,مالقاش,O
1271,لڤار,O
1271,شي,O
1271,غلط,O
1271,كايدوز,O
1271,كولشي,O
1271,بيخير,O
1271,وهاد,O
1271,التأكود,O
1271,كايتسمى,O
1271,"""",O
1271,تأكود,O
1271,ساكت,O
1271,"""",O
1271,.,O
1272,بعض,O
1272,لمرات,O
1272,إلا,O
1272,لڤار,O
1272,بان,O
1272,ليه,O
1272,باللي,O
1272,لحكم,O
1272,دار,O
1272,شي,O
1272,غلط,O
1272,،,O
1272,كايسرسر,O
1272,ليه,O
1272,فودنيه,O
1272,وكايعلمو,O
1272,باللي,O
1272,شي,O
1272,حاجة,O
1272,طارية,O
1272,.,O
1273,لحكم,O
1273,كايسمع,O
1273,للنصيحة,O
1273,(,O
1273,كايوقّف,O
1273,اللعب,O
1273,إلا,O
1273,كانت,O
1273,لكورة,O
1273,ملعوبة,O
1273,),O
1273,وكايدير,O
1273,وحدة,O
1273,من,O
1273,هاد,O
1273,التلاتة,O
1273,:,O
1273,كايبدّل,O
1273,لقرار,O
1273,ديالو,O
1273,على,O
1273,النصيحة,O
1273,د,O
1273,لڤار,O
1273,كايمشي,O
1273,يشوف,O
1273,اللقطة,O
1273,د,O
1273,لڤيديو,O
1273,فالتلفازة,O
1273,د,O
1273,التيران,O
1273,كايميّك,O
1273,على,O
1273,النصيحة,O
1273,د,O
1273,لڤار,O
1273,.,O
1274,لقرار,O
1274,اللخر,O
1274,فأي,O
1274,حاجة,O
1274,طرات,O
1274,فالتيران,O
1274,كايبقى,O
1274,ديال,O
1274,لحكم,O
1274,بوحدو,O
1274,.,O
1275,كاينين,O
1275,بزاف,O
1275,ديال,O
1275,لعقوبات,O
1275,فلقواعد,O
1275,د,O
1275,اللعبة,O
1275,اللي,O
1275,كاتعطى,O
1275,فحق,O
1275,أي,O
1275,واحد,O
1275,دار,O
1275,شي,O
1275,حاجة,O
1275,ضد,O
1275,لڤار,O
1275,.,O
1276,كاتعطى,O
1276,كارطة,O
1276,صفرة,O
1276,لكوايرية,O
1276,ولمسؤولين,O
1276,د,O
1276,لفرقة,O
1276,إلا,O
1276,دارو,O
1276,ليشارة,O
1276,ديال,O
1276,لڤار,O
1276,(,O
1276,ليشارة,O
1276,ديال,O
1276,التلفازة,O
1276,),O
1276,بيديهوم,O
1276,بزاف,O
1276,دلمرّات,O
1276,.,O
1277,كاتعطى,O
1277,صفرة,O
1277,لأي,O
1277,واحد,O
1277,مشى,O
1277,للبلاصة,O
1277,اللي,O
1277,محطوطة,O
1277,فيها,O
1277,التلفازة,O
1277,د,O
1277,لڤار,O
1277,.,O
1278,الدخول,O
1278,للبيت,O
1278,د,O
1278,لڤار,O
1278,كايخرّج,O
1278,مول,O
1278,لفعلة,O
1278,من,O
1278,التيران,O
1278,.,O
1279,لحكم,O
1279,لمعاون,O
1279,د,O
1279,لڤار,O
1279,(,O
1279,AVAR,O
1279,),O
1279,هو,O
1279,حكم,O
1279,اللي,O
1279,كايعاون,O
1279,لڤار,O
1279,فلبيت,O
1279,ديالو,O
1279,.,O
1280,لمسؤوليات,O
1280,ديال,O
1280,لAVAR,O
1280,هي,O
1280,يتفرج,O
1280,فلماطش,O
1280,مباشر,O
1280,فاش,O
1280,لڤار,O
1280,كايدير,O
1280,مراجعة,O
1280,لشي,O
1280,لقطة,O
1280,ديال,O
1280,لڤيديو,O
1280,،,O
1280,يسجل,O
1280,لحوايج,O
1280,اللي,O
1280,كايستاهلو,O
1280,مراجعة,O
1280,،,O
1280,ويعطي,O
1280,النتيجة,O
1280,ديال,O
1280,شي,O
1280,مراجعة,O
1280,للناس,O
1280,اللي,O
1280,مدوزين,O
1280,لماطش,O
1280,فلقنوات,O
1280,د,O
1280,التلفازة,O
1280,.,O
1281,تنتاقد,O
1281,التخدام,O
1281,ديال,O
1281,لڤار,O
1281,فكاس,O
1281,لكونفيديراليات,O
1281,د,O
1281,2017,O
1281,من,O
1281,مورا,O
1281,بزاف,O
1281,ديال,O
1281,التدخولات,O
1281,اللي,O
1281,دارهوم,O
1281,.,O
1282,بزاف,O
1282,ديال,O
1282,الناس,O
1282,تّاهمو,O
1282,لڤار,O
1282,باللي,O
1282,"""",O
1282,زاد,O
1282,دوّخ,O
1282,الناس,O
1282,كتر,O
1282,مما,O
1282,وضّح,O
1282,ليهوم,O
1282,لومور,O
1282,"""",O
1282,.,O
1283,أشهر,O
1283,لقطة,O
1283,تعرفات,O
1283,من,O
1283,عند,O
1283,شي,O
1283,كوايري,O
1283,نتاقد,O
1283,لڤار,O
1283,فالتيران,O
1283,هي,O
1283,لفعلة,O
1283,اللي,O
1283,دار,O
1283,لكوايري,O
1283,لمغريبي,B-MISC
1283,نور,B-PER
1283,الدين,I-PER
1283,أمرابط,I-PER
1283,فكاس,B-MISC
1283,لعالم,I-MISC
1283,د,I-MISC
1283,2018,I-MISC
1283,.,O
1284,من,O
1284,مورا,O
1284,ماحسب,O
1284,لحكم,O
1284,لبيت,O
1284,التاني,O
1284,ل,O
1284,لبرطقيز,B-LOC
1284,بسباب,O
1284,نصيحة,O
1284,ديال,O
1284,لڤار,O
1284,،,O
1284,تشارشا,O
1284,نور,B-PER
1284,الدين,I-PER
1284,ومشا,O
1284,لأقرب,O
1284,كاميرا,O
1284,،,O
1284,دار,O
1284,ليشارة,O
1284,لڤار,O
1284,وهو,O
1284,كايݣول,O
1284,:,O
1284,"""",O
1284,VAR,O
1284,",",O
1284,it,O
1284,s,O
1284,bullshit,O
1284,"""",O
1284,(,O
1284,نݣليزية,B-MISC
1284,:,O
1284,ڤار,O
1284,،,O
1284,إتس,O
1284,بولشيت,O
1284,،,O
1284,هاد,O
1284,لڤار,O
1284,راه,O
1284,شي,O
1284,حاجة,O
1284,تافهة,O
1284,),O
1284,.,O
1285,لڤار,O
1285,كان,O
1285,حرّم,O
1285,على,O
1285,لمونتخاب,O
1285,د,O
1285,لمغريب,B-LOC
1285,ربحة,O
1285,تاريخية,O
1285,على,O
1285,لمونتخاب,O
1285,د,O
1285,لبرتقيز,B-LOC
1285,.,O
1286,واحد,O
1286,لحاجة,O
1286,خرة,O
1286,تنتاقد,O
1286,عليها,O
1286,لڤار,O
1286,فكاس,B-MISC
1286,لعالم,I-MISC
1286,2018,I-MISC
1286,هي,O
1286,فاش,O
1286,كايطوّل,O
1286,لميطشان,O
1286,بالتدخولات,O
1286,ديالو,O
1286,.,O
1287,لمعدّال,O
1287,ديال,O
1287,لمدة,O
1287,دالتدخول,O
1287,دلڤار,O
1287,هي,O
1287,80,O
1287,تانية,O
1287,كولّا,O
1287,مرة,O
1287,.,O
1288,لعدد,O
1288,ديال,O
1288,پيلانتيات,O
1288,اللي,O
1288,تزاد,O
1288,فالتورنوة,O
1288,كان,O
1288,بسباب,O
1288,لڤار,O
1288,اللي,O
1288,كايحاسب,O
1288,على,O
1288,لغلاط,O
1288,،,O
1288,واللي,O
1288,كون,O
1288,ماشي,O
1288,هو,O
1288,ݣاع,O
1288,دوك,O
1288,لغلاط,O
1288,ماتعطات,O
1288,ليهوم,O
1288,لعقوبة,O
1288,اللي,O
1288,يستاحقّو,O
1288,.,O
1289,ف,O
1289,لمغريب,B-LOC
1289,مشات,O
1289,لينتيقادات,O
1289,ديال,O
1289,لڤار,O
1289,من,O
1289,ناحية,O
1289,ديال,O
1289,لفلوس,O
1289,.,O
1290,بزاف,O
1290,نتاقدو,O
1290,التمن,O
1290,لغالي,O
1290,ديالها,O
1290,،,O
1290,واللي,O
1290,كايوصل,O
1290,ل,O
1290,12,O
1290,مليون,O
1290,درهم,O
1290,فلعام,O
1290,(,O
1290,50,O
1290,آلف,O
1290,درهم,B-MISC
1290,للماطش,O
1290,و,O
1290,400,O
1290,آلف,O
1290,درهم,B-MISC
1290,للدورة,O
1290,),O
1290,فبوطولا,O
1290,1,O
1290,بوحدها,O
1290,.,O
1291,بلمقارنة,O
1291,معا,O
1291,هادشي,O
1291,،,O
1291,لمينحة,O
1291,اللي,O
1291,كاتعطى,O
1291,للبطل,O
1291,ديال,O
1291,بوطولا,O
1291,1,O
1291,مافايتاش,O
1291,3,O
1291,دلمليون,O
1291,درهم,B-MISC
1291,،,O
1291,أولّا,O
1291,الربع,O
1291,ديال,O
1291,شحال,O
1291,باش,O
1291,كاتخدم,O
1291,لڤار,O
1291,.,O
1292,نتيقاد,O
